ticker,date,open,high,low,close
BX,2007-06-21,16.429,16.429,16.429,16.429
BX,2007-06-22,19.6089,20.1409,18.1505,18.5829
BX,2007-06-25,18.9418,18.9574,16.9064,17.193
BX,2007-06-26,17.1078,17.2184,16.0681,16.295
BX,2007-06-27,16.1122,16.295,15.4373,15.8569
BX,2007-06-28,15.6916,16.4193,15.6545,15.7366
BX,2007-06-29,15.8999,16.0046,15.2358,15.5107
BX,2007-07-02,15.5107,15.761,15.4138,15.5107
BX,2007-07-03,15.6358,15.8373,15.5928,15.7502
BX,2007-07-05,16.4027,16.4134,16.0046,16.2344
BX,2007-07-06,16.3762,16.8017,16.3225,16.6922
BX,2007-07-09,16.9064,16.9533,16.6374,16.6834
BX,2007-07-10,16.5778,16.6091,15.8138,15.8627
BX,2007-07-11,15.8667,15.942,15.3473,15.4666
BX,2007-07-12,15.6358,16.0515,15.5331,15.8999
BX,2007-07-13,15.8373,15.8999,15.5175,15.8207
BX,2007-07-16,15.8207,15.8882,15.5448,15.7366
BX,2007-07-17,15.7366,15.8207,15.4295,15.4794
BX,2007-07-18,15.3679,15.4236,14.8397,15.0519
BX,2007-07-19,15.0519,15.1027,14.3095,14.4866
BX,2007-07-20,14.3095,14.3683,13.5838,13.7521
BX,2007-07-23,13.6904,14.2548,13.5202,13.974
BX,2007-07-24,13.7325,14.0161,13.5682,13.6278
BX,2007-07-25,13.6503,13.8058,13.3842,13.5202
BX,2007-07-26,13.3491,13.7521,12.3328,13.6209
BX,2007-07-27,13.0703,13.172,12.549,12.8796
BX,2007-07-30,12.9431,13.1867,12.4815,12.9734
BX,2007-07-31,13.2346,13.3579,12.6214,12.7241
BX,2007-08-01,12.8992,12.9842,12.5059,12.8835
BX,2007-08-02,13.3842,13.5574,12.949,13.4253
BX,2007-08-03,13.4557,13.4977,12.8248,12.9255
BX,2007-08-06,13.0811,13.0811,12.0638,12.9989
BX,2007-08-07,12.9842,13.7667,12.7241,13.1965
BX,2007-08-08,13.5906,13.7286,13.2512,13.3931
BX,2007-08-09,13.2464,13.4557,12.9842,13.2033
BX,2007-08-10,12.9842,13.6669,12.7094,13.3979
BX,2007-08-13,14.4474,14.4474,13.5926,13.6278
BX,2007-08-14,13.7794,13.7794,12.8679,13.0214
BX,2007-08-15,12.9305,13.085,12.5059,12.5578
BX,2007-08-16,12.2477,12.6673,11.6824,12.6673
BX,2007-08-17,13.0958,13.4518,12.6673,12.7632
BX,2007-08-20,12.7749,13.1114,12.2144,12.3964
BX,2007-08-21,12.4541,12.592,12.2477,12.4619
BX,2007-08-22,12.6673,13.2512,12.6673,13.2161
BX,2007-08-23,13.3706,13.5995,13.176,13.3931
BX,2007-08-24,13.2796,13.3118,12.9108,12.9431
BX,2007-08-27,12.9431,13.0116,12.5333,12.6155
BX,2007-08-28,12.4815,12.5108,12.144,12.2115
BX,2007-08-29,12.3895,12.4228,12.1177,12.1803
BX,2007-08-30,12.0521,12.2585,11.9514,12.0521
BX,2007-08-31,12.2526,12.3328,12.0854,12.2585
BX,2007-09-04,12.2399,12.3475,12.2057,12.2477
BX,2007-09-05,12.1871,12.1871,11.6315,11.6481
BX,2007-09-06,11.6667,11.8663,11.6413,11.743
BX,2007-09-07,11.4946,11.6032,11.2892,11.4164
