ticker,date,open,high,low,close
AXP,1972-01-07,1.15673,1.16507,1.15673,1.15673
AXP,1972-01-14,1.14801,1.14801,1.13927,1.13927
AXP,1972-01-21,1.13927,1.14801,1.13927,1.13927
AXP,1972-01-24,1.13927,1.13927,1.13163,1.13163
AXP,1972-01-25,1.11436,1.11436,1.10583,1.10583
AXP,1972-01-26,1.11436,1.11436,1.11436,1.11436
AXP,1972-01-27,1.12299,1.13163,1.12299,1.12299
AXP,1972-01-28,1.15673,1.16507,1.15673,1.15673
AXP,1972-01-31,1.18185,1.19039,1.18185,1.18185
AXP,1972-02-01,1.19892,1.20706,1.19892,1.19892
AXP,1972-02-02,1.19892,1.20706,1.19892,1.19892
AXP,1972-02-03,1.19892,1.20706,1.19892,1.19892
AXP,1972-02-04,1.19892,1.19892,1.19039,1.19039
AXP,1972-02-07,1.19039,1.19039,1.18185,1.18185
AXP,1972-02-08,1.18185,1.19039,1.18185,1.18185
AXP,1972-02-09,1.19892,1.20706,1.19892,1.19892
AXP,1972-02-10,1.19892,1.20706,1.19892,1.19892
AXP,1972-02-11,1.19892,1.20706,1.19892,1.19892
AXP,1972-02-14,1.19892,1.20706,1.19892,1.19892
AXP,1972-02-15,1.20706,1.21559,1.20706,1.20706
AXP,1972-02-16,1.2411,1.2411,1.2411,1.2411
AXP,1972-02-17,1.25797,1.26631,1.25797,1.25797
AXP,1972-02-18,1.25797,1.25797,1.24934,1.24934
AXP,1972-02-22,1.25797,1.25797,1.25797,1.25797
AXP,1972-02-23,1.27454,1.28318,1.27454,1.27454
AXP,1972-02-24,1.28318,1.29152,1.28318,1.28318
AXP,1972-02-25,1.29996,1.29996,1.29996,1.29996
AXP,1972-02-28,1.29996,1.29996,1.29152,1.29152
AXP,1972-02-29,1.29996,1.30849,1.29996,1.29996
AXP,1972-03-01,1.29996,1.30849,1.29996,1.29996
AXP,1972-03-02,1.29996,1.29996,1.29152,1.29152
AXP,1972-03-03,1.29152,1.29996,1.29152,1.29152
AXP,1972-03-06,1.29152,1.29996,1.29152,1.29152
AXP,1972-03-07,1.29152,1.29152,1.28318,1.28318
AXP,1972-03-08,1.26631,1.26631,1.25797,1.25797
AXP,1972-03-09,1.24934,1.24934,1.2411,1.2411
AXP,1972-03-10,1.23247,1.23247,1.22423,1.22423
AXP,1972-03-13,1.20706,1.20706,1.19892,1.19892
AXP,1972-03-14,1.21559,1.21559,1.21559,1.21559
AXP,1972-03-15,1.24934,1.25797,1.24934,1.24934
AXP,1972-03-16,1.24934,1.24934,1.24934,1.24934
AXP,1972-03-17,1.24934,1.25797,1.24934,1.24934
AXP,1972-03-20,1.24934,1.25797,1.24934,1.24934
AXP,1972-03-21,1.23247,1.23247,1.22423,1.22423
AXP,1972-03-22,1.22423,1.23247,1.22423,1.22423
AXP,1972-03-23,1.22423,1.23247,1.22423,1.22423
AXP,1972-03-24,1.21559,1.21559,1.20706,1.20706
AXP,1972-03-27,1.21559,1.21559,1.21559,1.21559
AXP,1972-03-28,1.21559,1.21559,1.20706,1.20706
AXP,1972-03-29,1.20706,1.20706,1.19892,1.19892
AXP,1972-03-30,1.19892,1.19892,1.19039,1.19039
AXP,1972-04-03,1.19039,1.19039,1.18185,1.18185
AXP,1972-04-04,1.21559,1.22423,1.21559,1.21559
AXP,1972-04-05,1.25797,1.26631,1.25797,1.25797
AXP,1972-04-06,1.28318,1.29152,1.28318,1.28318
AXP,1972-04-07,1.29152,1.29996,1.29152,1.29152
AXP,1972-04-10,1.29152,1.29152,1.28318,1.28318
AXP,1972-04-11,1.28318,1.29152,1.28318,1.28318
AXP,1972-04-12,1.29152,1.29996,1.29152,1.29152
AXP,1972-04-13,1.29152,1.29996,1.29152,1.29152
AXP,1972-04-14,1.29996,1.30849,1.29996,1.29996
AXP,1972-04-17,1.30849,1.31702,1.30849,1.30849
AXP,1972-04-18,1.3591,1.36744,1.3591,1.3591
AXP,1972-04-19,1.36744,1.36744,1.36744,1.36744
AXP,1972-04-20,1.36744,1.36744,1.36744,1.36744
AXP,1972-04-21,1.36744,1.36744,1.3591,1.3591
AXP,1972-04-24,1.35067,1.35067,1.35067,1.35067
AXP,1972-04-25,1.31702,1.31702,1.29996,1.29996
AXP,1972-04-26,1.30849,1.32526,1.30849,1.30849
AXP,1972-04-27,1.32526,1.3336,1.32526,1.32526
AXP,1972-04-28,1.3336,1.35067,1.3336,1.3336
AXP,1972-05-01,1.34214,1.3591,1.34214,1.34214
AXP,1972-05-02,1.34214,1.35067,1.3336,1.3336
AXP,1972-05-03,1.3336,1.34214,1.32526,1.32526
AXP,1972-05-04,1.32526,1.3336,1.32526,1.32526
AXP,1972-05-05,1.32526,1.32526,1.30849,1.30849
AXP,1972-05-08,1.30849,1.31702,1.30849,1.30849
AXP,1972-05-09,1.30849,1.30849,1.29996,1.29996
AXP,1972-05-10,1.3336,1.35067,1.3336,1.3336
AXP,1972-05-11,1.35067,1.36744,1.35067,1.35067
AXP,1972-05-12,1.37608,1.38442,1.37608,1.37608
AXP,1972-05-15,1.47771,1.49399,1.47771,1.47771
AXP,1972-05-16,1.51959,1.52813,1.51959,1.51959
AXP,1972-05-17,1.47771,1.47771,1.46877,1.46877
AXP,1972-05-18,1.49399,1.51135,1.49399,1.49399
AXP,1972-05-19,1.51135,1.52813,1.51135,1.51135
AXP,1972-05-22,1.51135,1.51959,1.50281,1.50281
AXP,1972-05-23,1.51959,1.52813,1.51959,1.51959
AXP,1972-05-24,1.52813,1.53646,1.52813,1.52813
AXP,1972-05-25,1.51135,1.51135,1.50281,1.50281
AXP,1972-05-26,1.51135,1.52813,1.51135,1.51135
AXP,1972-05-30,1.51135,1.51959,1.50281,1.50281
AXP,1972-05-31,1.50281,1.50281,1.48585,1.48585
AXP,1972-06-01,1.48585,1.50281,1.48585,1.48585
AXP,1972-06-02,1.48585,1.48585,1.47771,1.47771
AXP,1972-06-05,1.46024,1.46024,1.4523,1.4523
AXP,1972-06-06,1.38442,1.38442,1.37608,1.37608
AXP,1972-06-07,1.36744,1.36744,1.3591,1.3591
AXP,1972-06-08,1.39275,1.40168,1.39275,1.39275
AXP,1972-06-09,1.39275,1.39275,1.37608,1.37608
AXP,1972-06-12,1.40168,1.41806,1.40168,1.40168
AXP,1972-06-13,1.40168,1.41806,1.40168,1.40168
AXP,1972-06-14,1.39275,1.39275,1.38442,1.38442
AXP,1972-06-15,1.37608,1.37608,1.36744,1.36744
AXP,1972-06-16,1.36744,1.37608,1.36744,1.36744
AXP,1972-06-19,1.36744,1.36744,1.35067,1.35067
AXP,1972-06-20,1.3591,1.36744,1.3591,1.3591
AXP,1972-06-21,1.38442,1.39275,1.38442,1.38442
AXP,1972-06-22,1.41012,1.41806,1.41012,1.41012
AXP,1972-06-23,1.35067,1.35067,1.34214,1.34214
AXP,1972-06-26,1.30849,1.30849,1.29996,1.29996
AXP,1972-06-27,1.3591,1.36744,1.3591,1.3591
AXP,1972-06-28,1.36744,1.38442,1.36744,1.36744
AXP,1972-06-29,1.40168,1.41806,1.40168,1.40168
AXP,1972-06-30,1.44367,1.4523,1.44367,1.44367
AXP,1972-07-03,1.50281,1.51135,1.50281,1.50281
AXP,1972-07-05,1.55353,1.56177,1.55353,1.55353
AXP,1972-07-06,1.55353,1.56177,1.55353,1.55353
AXP,1972-07-07,1.53646,1.53646,1.52813,1.52813
AXP,1972-07-10,1.52813,1.52813,1.51135,1.51135
AXP,1972-07-11,1.51959,1.52813,1.51959,1.51959
AXP,1972-07-12,1.51959,1.52813,1.51135,1.51135
AXP,1972-07-13,1.46877,1.46877,1.4523,1.4523
AXP,1972-07-14,1.46024,1.47771,1.46024,1.46024
AXP,1972-07-17,1.46024,1.46024,1.4523,1.4523
AXP,1972-07-18,1.46024,1.47771,1.46024,1.46024
AXP,1972-07-19,1.46024,1.47771,1.46024,1.46024
AXP,1972-07-20,1.40168,1.40168,1.39275,1.39275
AXP,1972-07-21,1.41806,1.42669,1.41806,1.41806
AXP,1972-07-24,1.44367,1.4523,1.44367,1.44367
AXP,1972-07-25,1.44367,1.44367,1.42669,1.42669
AXP,1972-07-26,1.42669,1.44367,1.42669,1.42669
AXP,1972-07-27,1.42669,1.43543,1.42669,1.42669
AXP,1972-07-28,1.43543,1.44367,1.43543,1.43543
AXP,1972-07-31,1.43543,1.44367,1.42669,1.42669
AXP,1972-08-01,1.46877,1.47771,1.46877,1.46877
AXP,1972-08-02,1.56177,1.57001,1.56177,1.56177
AXP,1972-08-03,1.58688,1.59552,1.58688,1.58688
AXP,1972-08-04,1.58688,1.60395,1.58688,1.58688
AXP,1972-08-07,1.58688,1.59552,1.58688,1.58688
AXP,1972-08-08,1.57874,1.57874,1.56177,1.56177
AXP,1972-08-09,1.56177,1.57874,1.56177,1.56177
AXP,1972-08-10,1.60395,1.62092,1.60395,1.60395
AXP,1972-08-11,1.62092,1.6378,1.62092,1.62092
AXP,1972-08-14,1.62092,1.62092,1.61229,1.61229
AXP,1972-08-15,1.60395,1.60395,1.59552,1.59552
AXP,1972-08-16,1.59552,1.59552,1.58688,1.58688
AXP,1972-08-17,1.56177,1.56177,1.55353,1.55353
AXP,1972-08-18,1.56177,1.57001,1.56177,1.56177
AXP,1972-08-21,1.56177,1.56177,1.55353,1.55353
AXP,1972-08-22,1.5447,1.5447,1.52813,1.52813
AXP,1972-08-23,1.51135,1.51135,1.50281,1.50281
AXP,1972-08-24,1.50281,1.50281,1.48585,1.48585
AXP,1972-08-25,1.48585,1.50281,1.48585,1.48585
AXP,1972-08-28,1.48585,1.50281,1.48585,1.48585
AXP,1972-08-29,1.51135,1.52813,1.51135,1.51135
AXP,1972-08-30,1.55353,1.56177,1.55353,1.55353
AXP,1972-08-31,1.55353,1.56177,1.5447,1.5447
AXP,1972-09-01,1.60395,1.61229,1.60395,1.60395
AXP,1972-09-05,1.58688,1.58688,1.57001,1.57001
AXP,1972-09-06,1.53646,1.53646,1.51959,1.51959
AXP,1972-09-07,1.52813,1.53646,1.52813,1.52813
AXP,1972-09-08,1.50281,1.50281,1.49399,1.49399
AXP,1972-09-11,1.46877,1.46877,1.4523,1.4523
AXP,1972-09-12,1.42669,1.42669,1.41806,1.41806
AXP,1972-09-13,1.4523,1.46024,1.4523,1.4523
AXP,1972-09-14,1.46024,1.47771,1.46024,1.46024
AXP,1972-09-15,1.46877,1.47771,1.46877,1.46877
AXP,1972-09-18,1.48585,1.50281,1.48585,1.48585
AXP,1972-09-19,1.49399,1.51135,1.49399,1.49399
AXP,1972-09-20,1.5447,1.56177,1.5447,1.5447
AXP,1972-09-21,1.52813,1.52813,1.51135,1.51135
AXP,1972-09-22,1.51959,1.52813,1.51959,1.51959
AXP,1972-09-25,1.51135,1.51135,1.49399,1.49399
AXP,1972-09-26,1.51135,1.52813,1.51135,1.51135
AXP,1972-09-27,1.60395,1.62092,1.60395,1.60395
AXP,1972-09-28,1.61229,1.62092,1.61229,1.61229
AXP,1972-09-29,1.61229,1.61229,1.59552,1.59552
AXP,1972-10-02,1.60395,1.61229,1.60395,1.60395
AXP,1972-10-03,1.61229,1.62092,1.61229,1.61229
AXP,1972-10-04,1.61229,1.61229,1.59552,1.59552
AXP,1972-10-05,1.52813,1.52813,1.51959,1.51959
AXP,1972-10-06,1.53646,1.55353,1.53646,1.53646
AXP,1972-10-09,1.57001,1.57874,1.57001,1.57001
AXP,1972-10-10,1.56177,1.56177,1.5447,1.5447
AXP,1972-10-11,1.50281,1.50281,1.49399,1.49399
AXP,1972-10-12,1.49399,1.50281,1.48585,1.48585
AXP,1972-10-13,1.48585,1.48585,1.47771,1.47771
AXP,1972-10-16,1.47771,1.47771,1.46024,1.46024
AXP,1972-10-17,1.50281,1.51959,1.50281,1.50281
AXP,1972-10-18,1.56177,1.57001,1.56177,1.56177
AXP,1972-10-19,1.56177,1.56177,1.5447,1.5447
AXP,1972-10-20,1.60395,1.61229,1.60395,1.60395
AXP,1972-10-23,1.58688,1.58688,1.57874,1.57874
AXP,1972-10-24,1.58688,1.60395,1.58688,1.58688
AXP,1972-10-25,1.58688,1.60395,1.58688,1.58688
AXP,1972-10-26,1.58688,1.60395,1.58688,1.58688
AXP,1972-10-27,1.58688,1.60395,1.58688,1.58688
AXP,1972-10-30,1.59552,1.61229,1.59552,1.59552
AXP,1972-10-31,1.59552,1.60395,1.58688,1.58688
AXP,1972-11-01,1.58688,1.59552,1.57874,1.57874
AXP,1972-11-02,1.57874,1.58688,1.57001,1.57001
AXP,1972-11-03,1.57874,1.58688,1.57874,1.57874
AXP,1972-11-06,1.61229,1.62092,1.61229,1.61229
AXP,1972-11-08,1.65456,1.663,1.65456,1.65456
AXP,1972-11-09,1.65456,1.663,1.64634,1.64634
AXP,1972-11-10,1.65456,1.663,1.65456,1.65456
AXP,1972-11-13,1.68018,1.69655,1.68018,1.68018
AXP,1972-11-14,1.68018,1.69655,1.68018,1.68018
AXP,1972-11-15,1.663,1.663,1.64634,1.64634
AXP,1972-11-16,1.62936,1.62936,1.61229,1.61229
AXP,1972-11-17,1.61229,1.61229,1.60395,1.60395
AXP,1972-11-20,1.58688,1.58688,1.57874,1.57874
AXP,1972-11-21,1.58688,1.60395,1.58688,1.58688
AXP,1972-11-22,1.60395,1.61229,1.60395,1.60395
AXP,1972-11-24,1.62936,1.6378,1.62936,1.62936
AXP,1972-11-27,1.62092,1.62092,1.61229,1.61229
AXP,1972-11-28,1.60395,1.60395,1.58688,1.58688
AXP,1972-11-29,1.58688,1.58688,1.57874,1.57874
AXP,1972-11-30,1.57874,1.58688,1.57874,1.57874
AXP,1972-12-01,1.61229,1.62936,1.61229,1.61229
AXP,1972-12-04,1.65456,1.663,1.65456,1.65456
AXP,1972-12-05,1.663,1.67174,1.663,1.663
AXP,1972-12-06,1.663,1.663,1.65456,1.65456
AXP,1972-12-07,1.65456,1.663,1.65456,1.65456
AXP,1972-12-08,1.65456,1.65456,1.64634,1.64634
AXP,1972-12-11,1.64634,1.64634,1.6378,1.6378
AXP,1972-12-12,1.6378,1.6378,1.62936,1.62936
AXP,1972-12-13,1.62936,1.62936,1.61229,1.61229
AXP,1972-12-14,1.61229,1.62092,1.61229,1.61229
AXP,1972-12-15,1.61229,1.62936,1.61229,1.61229
AXP,1972-12-18,1.61229,1.62936,1.61229,1.61229
AXP,1972-12-19,1.62936,1.6378,1.62936,1.62936
AXP,1972-12-20,1.6378,1.65456,1.6378,1.6378
AXP,1972-12-21,1.62936,1.62936,1.61229,1.61229
AXP,1972-12-22,1.61229,1.62936,1.61229,1.61229
AXP,1972-12-26,1.61229,1.62936,1.61229,1.61229
AXP,1972-12-27,1.64634,1.663,1.64634,1.64634
AXP,1972-12-29,1.68018,1.68841,1.68018,1.68018
AXP,1973-01-02,1.69655,1.70538,1.69655,1.69655
AXP,1973-01-03,1.76453,1.77277,1.76453,1.76453
AXP,1973-01-04,1.76453,1.78121,1.76453,1.76453
AXP,1973-01-05,1.76453,1.78121,1.76453,1.76453
AXP,1973-01-08,1.76453,1.76453,1.74766,1.74766
AXP,1973-01-09,1.74766,1.74766,1.73913,1.73913
AXP,1973-01-10,1.73069,1.73069,1.72206,1.72206
AXP,1973-01-11,1.74766,1.756,1.74766,1.74766
AXP,1973-01-12,1.74766,1.76453,1.74766,1.74766
AXP,1973-01-15,1.74766,1.756,1.74766,1.74766
AXP,1973-01-16,1.74766,1.756,1.74766,1.74766
AXP,1973-01-17,1.74766,1.756,1.73913,1.73913
AXP,1973-01-18,1.77277,1.78121,1.77277,1.77277
AXP,1973-01-19,1.79809,1.81515,1.79809,1.79809
AXP,1973-01-22,1.78975,1.78975,1.78121,1.78121
AXP,1973-01-23,1.78121,1.78975,1.78121,1.78121
AXP,1973-01-24,1.71412,1.71412,1.69655,1.69655
AXP,1973-01-26,1.68841,1.68841,1.68018,1.68018
