ticker,date,open,high,low,close
ANET,2014-06-06,13.812,15.0,13.75,13.75
ANET,2014-06-09,14.062,14.25,13.75,13.8
ANET,2014-06-10,13.812,15.0,13.812,15.0
ANET,2014-06-11,15.0,15.875,14.665,15.875
ANET,2014-06-12,15.912,16.958,15.768,16.5
ANET,2014-06-13,17.118,18.0,16.75,17.395
ANET,2014-06-16,17.805,17.875,16.908,17.875
ANET,2014-06-17,17.972,18.158,17.25,17.428
ANET,2014-06-18,17.518,17.75,16.97,17.24
ANET,2014-06-19,17.008,17.202,16.128,16.418
ANET,2014-06-20,16.262,17.125,16.125,16.288
ANET,2014-06-23,16.255,16.872,16.255,16.428
ANET,2014-06-24,16.588,16.688,15.968,16.07
ANET,2014-06-25,15.952,16.34,15.5,16.122
ANET,2014-06-26,16.202,16.202,15.625,15.952
ANET,2014-06-27,15.978,15.978,15.562,15.638
ANET,2014-06-30,15.518,16.3,15.518,15.598
ANET,2014-07-01,16.742,19.208,16.525,19.0
ANET,2014-07-02,19.658,20.132,18.3,18.838
ANET,2014-07-03,19.11,19.408,18.525,19.102
ANET,2014-07-07,18.79,19.322,18.008,18.042
ANET,2014-07-08,17.982,18.012,15.785,17.358
ANET,2014-07-09,17.325,18.225,16.502,17.975
ANET,2014-07-10,16.88,17.535,16.78,16.935
ANET,2014-07-11,17.2,17.625,17.088,17.408
ANET,2014-07-14,17.85,18.0,17.132,17.238
ANET,2014-07-15,17.362,17.64,16.5,16.672
ANET,2014-07-16,16.768,17.0,15.902,16.132
ANET,2014-07-17,15.972,16.405,15.778,15.94
ANET,2014-07-18,16.008,16.225,15.838,16.0
ANET,2014-07-21,16.032,16.183,15.752,15.808
ANET,2014-07-22,15.94,16.74,15.865,16.378
ANET,2014-07-23,16.472,16.67,16.1,16.205
ANET,2014-07-24,16.278,16.54,15.942,16.062
ANET,2014-07-25,16.038,16.195,15.628,15.91
ANET,2014-07-28,16.13,16.135,15.758,15.852
ANET,2014-07-29,15.898,16.012,15.788,15.962
ANET,2014-07-30,16.12,16.975,15.992,16.948
ANET,2014-07-31,16.585,16.75,16.278,16.53
ANET,2014-08-01,16.455,16.875,16.312,16.402
ANET,2014-08-04,16.498,17.375,16.42,17.308
ANET,2014-08-05,17.208,18.25,17.005,18.022
ANET,2014-08-06,17.845,18.125,17.382,17.705
ANET,2014-08-07,17.942,18.165,17.795,18.055
ANET,2014-08-08,19.812,19.97,17.875,18.008
ANET,2014-08-11,18.172,18.35,16.828,17.465
ANET,2014-08-12,17.37,17.922,17.37,17.778
ANET,2014-08-13,17.785,17.992,17.335,17.46
ANET,2014-08-14,17.432,17.925,17.2,17.702
ANET,2014-08-15,17.855,17.855,17.345,17.455
ANET,2014-08-18,17.712,17.842,17.312,17.628
ANET,2014-08-19,17.685,18.795,17.54,18.75
ANET,2014-08-20,18.582,19.318,18.225,19.1
ANET,2014-08-21,18.97,19.598,18.832,19.338
ANET,2014-08-22,19.122,19.24,18.812,18.905
ANET,2014-08-25,19.012,19.36,18.702,18.895
ANET,2014-08-26,18.86,19.192,18.668,19.042
ANET,2014-08-27,18.998,20.868,18.992,20.79
ANET,2014-08-28,20.74,20.972,20.392,20.862
ANET,2014-08-29,21.222,21.448,20.685,20.962
ANET,2014-09-02,21.285,21.67,21.058,21.525
ANET,2014-09-03,21.79,21.89,21.228,21.402
ANET,2014-09-04,21.352,22.325,21.298,21.872
ANET,2014-09-05,21.855,22.832,21.532,22.78
ANET,2014-09-08,22.788,23.485,21.422,21.915
ANET,2014-09-09,22.0,22.22,20.945,21.07
ANET,2014-09-10,21.248,22.21,20.785,22.188
ANET,2014-09-11,22.025,22.722,21.91,22.188
ANET,2014-09-12,22.222,22.352,21.25,21.568
ANET,2014-09-15,21.83,22.062,20.635,20.708
ANET,2014-09-16,20.568,21.335,20.2,21.0
ANET,2014-09-17,21.198,21.485,20.805,20.878
ANET,2014-09-18,21.125,21.61,21.008,21.532
ANET,2014-09-19,21.735,21.912,21.225,21.912
ANET,2014-09-22,21.722,22.162,20.89,20.96
ANET,2014-09-23,20.86,21.578,20.765,21.118
ANET,2014-09-24,20.8,21.975,20.8,21.778
ANET,2014-09-25,21.678,22.11,20.955,21.075
ANET,2014-09-26,21.088,21.48,21.085,21.282
ANET,2014-09-29,21.188,23.438,21.0,23.328
ANET,2014-09-30,23.39,23.71,21.652,22.082
ANET,2014-10-01,22.01,22.132,20.78,21.015
ANET,2014-10-02,21.112,21.262,19.905,21.058
ANET,2014-10-03,21.445,21.778,20.868,21.432
ANET,2014-10-06,21.495,21.645,20.702,21.17
ANET,2014-10-07,20.782,21.12,20.555,20.702
ANET,2014-10-08,21.082,22.23,20.76,22.11
ANET,2014-10-09,22.11,22.562,21.162,21.455
ANET,2014-10-10,21.158,21.678,19.442,19.532
ANET,2014-10-13,19.645,19.905,18.328,18.422
ANET,2014-10-14,18.5,18.845,17.575,18.38
ANET,2014-10-15,18.242,18.93,17.75,18.762
ANET,2014-10-16,18.538,19.055,18.35,18.642
ANET,2014-10-17,18.982,19.372,18.968,19.18
ANET,2014-10-20,19.355,19.812,18.855,19.098
ANET,2014-10-21,19.578,19.595,19.202,19.378
ANET,2014-10-22,19.5,19.538,17.92,18.045
ANET,2014-10-23,18.318,18.848,18.065,18.46
ANET,2014-10-24,18.45,18.748,18.188,18.732
ANET,2014-10-27,18.675,18.675,18.275,18.34
