ticker,date,open,high,low,close
SO,1981-12-31,0.454414,0.454414,0.448476,0.448476
SO,1982-01-04,0.454414,0.454414,0.448476,0.454414
SO,1982-01-05,0.46628,0.477769,0.448476,0.454414
SO,1982-01-06,0.454414,0.454414,0.448476,0.454414
SO,1982-01-07,0.454414,0.454414,0.448476,0.448476
SO,1982-01-08,0.454414,0.454414,0.448476,0.454414
SO,1982-01-11,0.454414,0.454414,0.454414,0.454414
SO,1982-01-12,0.454414,0.454414,0.448476,0.448476
SO,1982-01-13,0.454414,0.454414,0.442431,0.442431
SO,1982-01-14,0.448476,0.448476,0.442431,0.442431
SO,1982-01-15,0.448476,0.454414,0.442431,0.454414
SO,1982-01-18,0.454414,0.454414,0.448476,0.454414
SO,1982-01-19,0.454414,0.454414,0.448476,0.454414
SO,1982-01-20,0.454414,0.454414,0.448476,0.448476
SO,1982-01-21,0.454414,0.454414,0.448476,0.454414
SO,1982-01-22,0.454414,0.460382,0.448476,0.454414
SO,1982-01-25,0.454414,0.460382,0.454414,0.454414
SO,1982-01-26,0.454414,0.460382,0.448476,0.460382
SO,1982-01-27,0.454414,0.460382,0.448476,0.448476
SO,1982-01-28,0.442431,0.460382,0.424655,0.460382
SO,1982-01-29,0.460382,0.46628,0.460382,0.46628
SO,1982-02-01,0.460382,0.46628,0.454414,0.454414
SO,1982-02-02,0.460382,0.460382,0.454414,0.460382
SO,1982-02-03,0.460382,0.460382,0.454414,0.460382
SO,1982-02-04,0.460382,0.460382,0.454414,0.460382
SO,1982-02-05,0.460382,0.460382,0.454414,0.460382
SO,1982-02-08,0.460382,0.460382,0.454414,0.454414
SO,1982-02-09,0.454414,0.460382,0.448476,0.454414
SO,1982-02-10,0.460382,0.460382,0.454414,0.454414
SO,1982-02-11,0.454414,0.460382,0.448476,0.454414
SO,1982-02-12,0.454414,0.460382,0.448476,0.454414
SO,1982-02-16,0.448476,0.454414,0.436725,0.448476
SO,1982-02-17,0.454414,0.454414,0.448476,0.448476
SO,1982-02-18,0.448476,0.454414,0.442431,0.448476
SO,1982-02-19,0.448476,0.448476,0.442431,0.448476
SO,1982-02-22,0.448476,0.454414,0.442431,0.442431
SO,1982-02-23,0.448476,0.454414,0.442431,0.448476
SO,1982-02-24,0.460382,0.460382,0.448476,0.460382
SO,1982-02-25,0.460382,0.46628,0.460382,0.460382
SO,1982-02-26,0.460382,0.46628,0.460382,0.46628
SO,1982-03-01,0.46628,0.46628,0.460382,0.46628
SO,1982-03-02,0.471734,0.477769,0.46628,0.471734
