ticker,date,open,high,low,close
LOW,1980-03-17,0.0,0.48,0.46,0.46
LOW,1980-03-18,0.0,0.47,0.45,0.45
LOW,1980-03-19,0.0,0.46,0.45,0.45
LOW,1980-03-20,0.0,0.46,0.45,0.45
LOW,1980-03-21,0.0,0.46,0.45,0.45
LOW,1980-03-24,0.0,0.44,0.42,0.42
LOW,1980-03-25,0.0,0.43,0.43,0.43
LOW,1980-03-26,0.0,0.43,0.43,0.43
LOW,1980-03-27,0.0,0.43,0.43,0.43
LOW,1980-03-28,0.0,0.43,0.42,0.42
LOW,1980-03-31,0.0,0.43,0.42,0.43
LOW,1980-04-01,0.0,0.45,0.44,0.45
LOW,1980-04-02,0.0,0.46,0.45,0.46
LOW,1980-04-03,0.0,0.47,0.46,0.47
LOW,1980-04-07,0.0,0.48,0.47,0.48
LOW,1980-04-08,0.0,0.47,0.46,0.47
LOW,1980-04-09,0.0,0.48,0.47,0.47
LOW,1980-04-10,0.0,0.49,0.48,0.49
LOW,1980-04-11,0.0,0.5,0.49,0.5
LOW,1980-04-14,0.0,0.5,0.49,0.49
LOW,1980-04-15,0.0,0.49,0.49,0.49
LOW,1980-04-16,0.0,0.49,0.48,0.48
LOW,1980-04-17,0.0,0.47,0.47,0.47
LOW,1980-04-18,0.0,0.47,0.46,0.46
LOW,1980-04-21,0.0,0.45,0.44,0.44
LOW,1980-04-22,0.0,0.45,0.44,0.44
LOW,1980-04-23,0.0,0.45,0.44,0.45
LOW,1980-04-24,0.0,0.45,0.44,0.45
LOW,1980-04-25,0.0,0.45,0.45,0.45
LOW,1980-04-28,0.0,0.47,0.46,0.46
LOW,1980-04-29,0.0,0.47,0.46,0.46
LOW,1980-04-30,0.0,0.47,0.46,0.47
LOW,1980-05-01,0.0,0.48,0.47,0.48
LOW,1980-05-02,0.0,0.52,0.48,0.52
LOW,1980-05-05,0.0,0.51,0.5,0.51
LOW,1980-05-06,0.0,0.5,0.5,0.5
LOW,1980-05-07,0.0,0.52,0.5,0.51
LOW,1980-05-08,0.0,0.51,0.5,0.5
LOW,1980-05-09,0.0,0.52,0.51,0.52
LOW,1980-05-12,0.0,0.52,0.5,0.5
LOW,1980-05-13,0.0,0.51,0.5,0.51
LOW,1980-05-14,0.0,0.52,0.51,0.52
LOW,1980-05-15,0.0,0.52,0.52,0.52
LOW,1980-05-16,0.0,0.52,0.52,0.52
LOW,1980-05-19,0.0,0.52,0.51,0.51
LOW,1980-05-20,0.0,0.51,0.51,0.51
LOW,1980-05-21,0.0,0.53,0.51,0.53
LOW,1980-05-22,0.0,0.52,0.52,0.52
LOW,1980-05-23,0.0,0.53,0.51,0.52
LOW,1980-05-27,0.0,0.55,0.53,0.55
LOW,1980-05-28,0.0,0.55,0.54,0.54
LOW,1980-05-29,0.0,0.54,0.53,0.53
LOW,1980-05-30,0.0,0.53,0.52,0.53
LOW,1980-06-02,0.0,0.53,0.52,0.52
LOW,1980-06-03,0.0,0.53,0.52,0.52
LOW,1980-06-04,0.0,0.52,0.52,0.52
LOW,1980-06-05,0.0,0.53,0.52,0.53
LOW,1980-06-06,0.0,0.53,0.53,0.53
LOW,1980-06-09,0.0,0.53,0.52,0.52
LOW,1980-06-10,0.0,0.53,0.53,0.53
LOW,1980-06-11,0.0,0.54,0.53,0.54
LOW,1980-06-12,0.0,0.53,0.52,0.52
LOW,1980-06-13,0.0,0.53,0.52,0.52
LOW,1980-06-16,0.0,0.53,0.52,0.52
LOW,1980-06-17,0.0,0.53,0.52,0.53
